stage,bounds,benchmark,engine,kind,unit,main_median,branch_median,absolute_increase,increase_percent,p,unadjusted_p_below_005,samples_each,benchtime,note
full screen,explicit,BenchmarkExec/isa_simd_i32x4.gt_s,wago,time,ns/op,1645,1652.5,7.5,0.45592705167172287,0.48484848484848486,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkExec/isa_simd_i64x2.extend_high_u,wago,time,ns/op,1217,1224.5,7.5,0.6162695152013065,0.48484848484848486,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkExec/isa_simd_i64x2.le_s,wago,time,ns/op,4954.5,4962,7.5,0.1513775355737268,0.6991341991341992,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkExecParallel/independent/isa_i64.rotl,wago,time,ns/op,2057.5,2065,7.5,0.36452004860267895,0.7987012987012987,false,6,100ms,"Throughput time, not one-call latency."
full screen,signals,BenchmarkExecParallel/process/isa_simd_i32x4.abs,wago,time,ns/op,2043,2050.5,7.5,0.36710719530101965,0.9805194805194806,false,6,100ms,"Throughput time, not one-call latency."
full screen,explicit,BenchmarkWazeroExec/isa_simd_f64x2.convert_low_i32x4_u,wazero,time,ns/op,3281.5,3289,7.5,0.22855401493220295,0.551948051948052,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkExecParallel/independent/isa_simd_i64x2.extend_low_u,wago,time,ns/op,202.45,209.9,7.450000000000017,3.6799209681402933,0.17965367965367965,false,6,100ms,"Throughput time, not one-call latency."
full screen,signals,BenchmarkExecParallel/independent/isa_simd_i16x8.extmul_low_u,wago,time,ns/op,894.7,901.95,7.25,0.8103274840728814,0.06493506493506493,false,6,100ms,"Throughput time, not one-call latency."
full screen,explicit,BenchmarkExecParallel/process/isa_simd_i16x8.ge_s,wago,time,ns/op,457.4,464.54999999999995,7.149999999999977,1.5631832094446851,0.30952380952380953,false,6,100ms,"Throughput time, not one-call latency."
full screen,explicit,BenchmarkExecParallel/independent/isa_simd_f64x2.convert_low_i32x4_u,wago,time,ns/op,580.5,587.55,7.0499999999999545,1.214470284237712,0.1277056277056277,false,6,100ms,"Throughput time, not one-call latency."
full screen,explicit,BenchmarkExec/isa_simd_i16x8.eq,wago,time,ns/op,1645.5,1652.5,7,0.4254026131874866,0.974025974025974,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkExec/isa_simd_i32x4.neg,wago,time,ns/op,1162,1169,7,0.6024096385542244,0.9653679653679653,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkExec/isa_simd_i64x2.eq,wago,time,ns/op,3281.5,3288.5,7,0.21331708060339238,0.6666666666666666,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkExec/isa_simd_i8x16.min_u,wago,time,ns/op,1693,1700,7,0.41346721795629815,0.22294372294372294,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkExecParallel/independent/isa_i32.xor,wago,time,ns/op,1760.5,1767.5,7,0.3976143141153132,0.06926406926406926,false,6,100ms,"Throughput time, not one-call latency."
full screen,signals,BenchmarkExecParallel/independent/isa_simd_i8x16.ge_s,wago,time,ns/op,476.9,483.9,7,1.467812958691539,0.17965367965367965,false,6,100ms,"Throughput time, not one-call latency."
full screen,signals,BenchmarkInstantiate/isa_simd_v128,wago,time,ns/op,3266,3273,7,0.21432945499082479,1,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkWazeroExec/isa_simd_i32x4.ge_s,wazero,time,ns/op,3258,3265,7,0.21485573971762317,0.6082251082251082,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkWazeroExec/isa_simd_i32x4.ge_u,wazero,time,ns/op,3268,3275,7,0.21419828641371375,0.9372294372294372,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkExecParallel/process/xjb-mulhi.runN,wago,time,ns/op,300.6,307.45,6.849999999999966,2.278775781769782,0.3939393939393939,false,6,100ms,"Throughput time, not one-call latency."
full screen,explicit,BenchmarkExecParallel/process/isa_bulk_mem.copy_fwd_256,wago,time,ns/op,318.15,324.7,6.550000000000011,2.058777306302062,0.3939393939393939,false,6,100ms,"Throughput time, not one-call latency."
full screen,signals,BenchmarkExec/isa_simd_i16x8.ge_u,wago,time,ns/op,3349.5,3356,6.5,0.19405881474847675,0.6212121212121212,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkExec/isa_simd_i8x16.max_s,wago,time,ns/op,1698.5,1705,6.5,0.3826906093612026,0.45454545454545453,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkExecParallel/independent/isa_call.call_indirect,wago,time,ns/op,5584.5,5591,6.5,0.11639358939923294,0.8181818181818182,false,6,100ms,"Throughput time, not one-call latency."
full screen,explicit,BenchmarkExecParallel/independent/isa_f64.add,wago,time,ns/op,5191,5197.5,6.5,0.1252167212483224,0.5584415584415584,false,6,100ms,"Throughput time, not one-call latency."
full screen,signals,BenchmarkExecParallel/independent/isa_simd_i32x4.extmul_low_s,wago,time,ns/op,1121.5,1128,6.5,0.5795809184128364,0.25757575757575757,false,6,100ms,"Throughput time, not one-call latency."
full screen,signals,BenchmarkExecParallel/process/isa_simd_i64x2.extend_high_u,wago,time,ns/op,1448.5,1455,6.5,0.4487400759406235,0.6666666666666666,false,6,100ms,"Throughput time, not one-call latency."
full screen,signals,BenchmarkExecParallel/process/isa_simd_i64x2.extend_low_u,wago,time,ns/op,1452.5,1459,6.5,0.44750430292599397,0.9653679653679653,false,6,100ms,"Throughput time, not one-call latency."
full screen,explicit,BenchmarkInstantiate/isa_simd_f32x4,wago,time,ns/op,1394,1400.5,6.5,0.46628407460544974,0.30952380952380953,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkWazeroExec/isa_simd_f32x4.le,wazero,time,ns/op,3264,3270.5,6.5,0.19914215686274161,0.5887445887445888,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkWazeroExec/isa_simd_i16x8.max_s,wazero,time,ns/op,1648,1654.5,6.5,0.3944174757281482,1,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkWazeroExec/isa_simd_i16x8.min_u,wazero,time,ns/op,1645,1651.5,6.5,0.3951367781155124,0.2878787878787879,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkWazeroExec/isa_simd_i32x4.max_u,wazero,time,ns/op,1634.5,1641,6.5,0.39767513000916743,0.36796536796536794,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkWazeroInstantiate/fib_iter,wazero,time,ns/op,7456,7462.5,6.5,0.08717811158798217,0.5887445887445888,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkExecParallel/independent/isa_simd_reduce.i64x2_all_true,wago,time,ns/op,227.5,233.95,6.449999999999989,2.8351648351648384,0.8181818181818182,false,6,100ms,"Throughput time, not one-call latency."
full screen,explicit,BenchmarkExec/isa_simd_i16x8.shl,wago,time,ns/op,904.15,910.4000000000001,6.250000000000114,0.6912569816955205,1,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkMemSumBounds/guard,wago,time,ns/op,234.10000000000002,240.3,6.199999999999989,2.648440837249044,0.025974025974025976,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkExecParallel/independent/isa_simd_i64x2.le_s,wago,time,ns/op,689.0999999999999,695.2,6.100000000000136,0.8852125961399171,0.30952380952380953,false,6,100ms,"Throughput time, not one-call latency."
full screen,signals,BenchmarkExecParallel/independent/isa_simd_reduce.i16x8_bitmask,wago,time,ns/op,215.8,221.89999999999998,6.099999999999966,2.8266913809082306,0.06493506493506493,false,6,100ms,"Throughput time, not one-call latency."
full screen,explicit,BenchmarkExec/isa_bulk_mem.fill_256,wago,time,ns/op,1934,1940,6,0.31023784901758056,0.5108225108225108,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkExec/isa_i32.rotr,wago,time,ns/op,13195.5,13201.5,6,0.04547004660679921,0.854978354978355,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkExec/isa_i64.sub,wago,time,ns/op,13120,13126,6,0.04573170731707599,1,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkExec/isa_simd_i16x8.min_u,wago,time,ns/op,1648.5,1654.5,6,0.36396724294813776,0.9805194805194806,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkExec/isa_simd_i32x4.ne,wago,time,ns/op,3308.5,3314.5,6,0.18135106543750723,0.6991341991341992,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkExec/isa_simd_i8x16.lt_u,wago,time,ns/op,4973.5,4979.5,6,0.12063938876043512,0.8181818181818182,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkExec/xjb-mulhi.runN,wago,time,ns/op,1973,1979,6,0.3041054232133744,0.3787878787878788,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkExecParallel/independent/isa_f32.floor,wago,time,ns/op,5381,5387,6,0.11150343802266427,0.8181818181818182,false,6,100ms,"Throughput time, not one-call latency."
full screen,explicit,BenchmarkExecParallel/independent/isa_i32.add,wago,time,ns/op,1732,1738,6,0.34642032332563577,0.6666666666666666,false,6,100ms,"Throughput time, not one-call latency."
full screen,explicit,BenchmarkExecParallel/process/isa_i32.rotr,wago,time,ns/op,1943,1949,6,0.30880082346886883,0.8181818181818182,false,6,100ms,"Throughput time, not one-call latency."
full screen,explicit,BenchmarkExecParallel/process/isa_mem.store_i32,wago,time,ns/op,1307.5,1313.5,6,0.4588910133843216,0.5735930735930735,false,6,100ms,"Throughput time, not one-call latency."
full screen,signals,BenchmarkExecParallel/process/isa_simd_reduce.i32x4_bitmask,wago,time,ns/op,1687,1693,6,0.3556609365737984,0.8181818181818182,false,6,100ms,"Throughput time, not one-call latency."
full screen,signals,BenchmarkWazeroExec/isa_simd_f32x4.demote_f64x2_zero,wazero,time,ns/op,2452,2458,6,0.2446982055464897,0.8939393939393939,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkWazeroExec/isa_simd_i16x8.eq,wazero,time,ns/op,1644,1650,6,0.36496350364962904,0.7207792207792207,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkWazeroExec/isa_simd_i16x8.narrow_i32x4_s,wazero,time,ns/op,3260,3266,6,0.18404907975460016,1,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkWazeroExec/isa_simd_i32x4.trunc_sat_f32x4_s,wazero,time,ns/op,7446.5,7452.5,6,0.08057476666889496,0.5562770562770563,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkWazeroExec/isa_simd_i64x2.extend_high_s,wazero,time,ns/op,3261.5,3267.5,6,0.1839644335428492,0.974025974025974,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkWazeroExec/isa_simd_v128.bitselect,wazero,time,ns/op,3290.5,3296.5,6,0.1823431089500005,0.948051948051948,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkExecParallel/process/isa_simd_i16x8.extend_high_s,wago,time,ns/op,282.95,288.9,5.949999999999989,2.1028450256229014,0.24025974025974026,false,6,100ms,"Throughput time, not one-call latency."
full screen,explicit,BenchmarkExecParallel/independent/isa_simd_i16x8.ge_u,wago,time,ns/op,449.04999999999995,454.95000000000005,5.900000000000091,1.3138848680547932,0.30952380952380953,false,6,100ms,"Throughput time, not one-call latency."
full screen,signals,BenchmarkExecParallel/independent/isa_simd_v128.andnot,wago,time,ns/op,244.55,250.4,5.849999999999994,2.392148844816999,0.3939393939393939,false,6,100ms,"Throughput time, not one-call latency."
full screen,explicit,BenchmarkExecParallel/process/isa_simd_i32x4.extadd_pairwise_u,wago,time,ns/op,621.8,627.45,5.650000000000091,0.9086522997748592,0.5887445887445888,false,6,100ms,"Throughput time, not one-call latency."
full screen,explicit,BenchmarkExecParallel/independent/isa_simd_i32x4.extend_high_s,wago,time,ns/op,290.35,295.95,5.599999999999966,1.9287067332529606,0.7770562770562771,false,6,100ms,"Throughput time, not one-call latency."
full screen,explicit,BenchmarkExecParallel/independent/isa_simd_i16x8.extend_low_s,wago,time,ns/op,286.25,291.8,5.550000000000011,1.9388646288209577,0.24025974025974026,false,6,100ms,"Throughput time, not one-call latency."
full screen,explicit,BenchmarkExec/isa_simd_i8x16.add,wago,time,ns/op,1641.5,1647,5.5,0.3350593968930893,0.29004329004329005,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkExecCommuteSelfUpdate/xjb-mulhi.runN/on,wago,time,ns/op,1912.5,1918,5.5,0.2875816993463953,0.7294372294372294,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkExecParallel/independent/isa_cvt.reinterpret_f64,wago,time,ns/op,7899,7904.5,5.5,0.0696290669705002,0.6666666666666666,false,6,100ms,"Throughput time, not one-call latency."
full screen,explicit,BenchmarkExecParallel/independent/isa_simd_i16x8.extmul_low_s,wago,time,ns/op,1114.5,1120,5.5,0.4934948407357531,0.17965367965367965,false,6,100ms,"Throughput time, not one-call latency."
full screen,signals,BenchmarkExecParallel/independent/isa_simd_i64x2.shr_s,wago,time,ns/op,1394,1399.5,5.5,0.39454806312768653,0.6666666666666666,false,6,100ms,"Throughput time, not one-call latency."
full screen,signals,BenchmarkExecParallel/process/globals.accumulate,wago,time,ns/op,1058,1063.5,5.5,0.51984877126654,0.6147186147186147,false,6,100ms,"Throughput time, not one-call latency."
full screen,explicit,BenchmarkExecParallel/process/isa_simd_f32x4.min,wago,time,ns/op,1361.5,1367,5.5,0.403966213734841,0.8181818181818182,false,6,100ms,"Throughput time, not one-call latency."
full screen,signals,BenchmarkExecParallel/process/isa_simd_i16x8.extadd_pairwise_s,wago,time,ns/op,2871.5,2877,5.5,0.19153752394218682,1,false,6,100ms,"Throughput time, not one-call latency."
full screen,signals,BenchmarkInstantiate/isa_cvt,wago,time,ns/op,3278,3283.5,5.5,0.1677852348993314,0.9372294372294372,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkWazeroExec/isa_simd_f32x4.demote_f64x2_zero,wazero,time,ns/op,2443.5,2449,5.5,0.22508696541845286,0.5086580086580087,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkWazeroExec/isa_simd_f32x4.pmax,wazero,time,ns/op,3717.5,3723,5.5,0.14794889038332038,0.6991341991341992,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkWazeroExec/isa_simd_i16x8.abs,wazero,time,ns/op,1646,1651.5,5.5,0.3341433778857761,0.6601731601731602,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkWazeroExec/isa_simd_i16x8.shl,wazero,time,ns/op,2159.5,2165,5.5,0.2546885853206726,0.6688311688311688,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkExecParallel/process/isa_simd_v128.not,wago,time,ns/op,185.10000000000002,190.55,5.449999999999989,2.9443544030253843,0.48484848484848486,false,6,100ms,"Throughput time, not one-call latency."
full screen,signals,BenchmarkWazeroExec/isa_simd_v128.not,wazero,time,ns/op,844.75,850.0999999999999,5.349999999999909,0.6333234684817945,0.8181818181818182,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkExecParallel/independent/isa_simd_i8x16.ge_u,wago,time,ns/op,466.15,471.4,5.25,1.1262469162286903,0.48484848484848486,false,6,100ms,"Throughput time, not one-call latency."
full screen,signals,BenchmarkExecParallel/process/isa_bulk_mem.copy_back_64,wago,time,ns/op,358.15,363.4,5.25,1.4658662571548131,0.24025974025974026,false,6,100ms,"Throughput time, not one-call latency."
